,Date,Username,Review,Likes On Reviews
0,"August 21, 2016",Dimitrios Karampournidis,No language option:( Disappointed that only native speakers of the stores' locale are supposed to use the app. Ikea who conquers the world with their products forgot about free movement of people and that living in a country doesn't necessarily mean that you speak the country's language.,42
0,"August 15, 2016",Richard Burnley,"The only reason I downloaded this app was so that I could sync with a shopping list I'd created online, and take it with me for reference via my mobile phone when I went into store. Downloaded the app, connected it to my Ikea Account and....nothing. Nearly a day later and it's *still* telling me I don't have any shopping lists to sync, despite having two on my account and telling the app to refresh many times. I then tried to add items to a shopping list manually in the app itself, only to have it crash out on me each time I try to search for a product. Pointless. I've gone back to simply printing out my shopping list from the Ikea website instead.",4
0,"August 2, 2016",Jon Young,"Don't understand the bad reviews I've had no problem with this app in the UK so I'm confused why people seem to be having issues with finding UK stores in it. I've found it to be really user-friendly and a pleasure to use as well as being extremely useful, especially in store.",31
0,"September 10, 2016",Travis Willer,"Won't let me sign in! I put in my info, wants me to setup a new password. Only I can't do that ""at this time"". But all my info is correct. It's a pain in the ass",
0,"August 7, 2016",Michela Federico,"I love the app but...
I love the app but...i have login issues. I can login through the web app but not through the mobile app. After resetting the password everything is fine but if I reopen the mobile app after a few hours it asks me to login again and at this point same issue. Looks like The mobile app forgets the password..",54
0,"August 10, 2016",Janet Lester,"Beyond frustrated!
Really guys...Let's get the login issue fixed ASAP! I have tried to enter my info MANY times, and it keeps saying ""Email or password don't match."" I just signed up for the website and to receive the catalog with that same info, and was quite successful. Love IKEA but just can't give you 5 stars till that login issue is fixed guys!",5
0,"August 2, 2016",Brittany Davis,"Won't log me in!
I saw another review from someone saying that they signed up for an account through the app which took them to the browser & they were able to login fine but the app kept saying ""invalid email/password"" I have had the same issue. Even after triple checking my password & email. So it's pointless to download since you can't even view anything!",12
0,"August 15, 2016",A Google user,Useless The main reason I got this app was to be able to see my shopping lists I had made online while shopping and it does not show each individual shopping list I made. It only shows one shopping list and even that one is not showing me the entire list. Thumbs way down.,3
0,"August 9, 2016",DJ KAST D MUSIC DOCTOR,Log in/Sign in Sucks Why is the log in failing? Everything is correct... You guys need to call up your tech guys or app guys and fix it ASAP. Also I'm new to this and I'm an IKEA Family Member in the USA.,23
0,"August 13, 2016",Sergei Dudka,"Language and country of the shop Hello, you have an awesome app, but really, make it possible to set the language different from the country. For example, I live in Netherlands, but I don't speak Dutch. If I go to your shop here - the app is useless for me.",13
0,"August 11, 2016",Paul Bryce,"Can't log in
It's broken. I can log in to the website but not the app. Ikea used to have a useable app - what happened? ***Updated*** You can't use an Ikea Family account to log in with! I had to create another login for Ikea Store. These should be integrated. Now I have to install another app for Ikea Family? 3 stars",5
0,"August 14, 2016",A Google user,"Great app except for login issues Lovely app to use, especially as you wander around IKEA store, but, it won't let you log into your account, so that aspect is woeful and frustrating but everything else excellent.",5
0,"August 18, 2016",A Google user,"Crashes without location permission It asks if I want to enable the location service, I reply ""no"" and the application crashes. Android 6.0.1, Nexus 6P",3
0,"August 22, 2016",K Damour,Location Access Required Can't manually type in zip code for the store you want. App continuously crashes if location services is turned off.,3
0,"August 7, 2016",Grzegorz Górecki,"Needs improvement Add support for multiple shopping lists. Scanning products is tedious, hard to find the sweet spot, often it's just quicker to enter the product code manually",5
0,"August 23, 2016",niels van Oord,Too many wake locks The app generates about 300 NLP wakeups per day without using the app at all (nlp=networkLocationProvider) so the app is constantly getting my location without any reason.. total CRAP app,2
0,"August 7, 2016",fin booth,"Cannot choose UK Installed asked to choose my country, no entry for UK/GB/England in the drop down. Uninstalled. Waste of time.",5
0,"August 27, 2016",Lizzie Williams,Doesn't work Unable to find UK in list of countries to choose from. And it wouldn't find my nearest store automatically even though I had Location setting on my phone on.,1
0,"August 10, 2016",Neil Tungate,Where is the UK? This seems to have every country in the world except the UK. Yet the USA appears twice in the country list. Useless!,4
0,"August 14, 2016",James A Lebakken,Great In-Store App but WiFi dependant If it wasn't such an ordeal to log onto in-store WiFi this would be 5 stars. Inventory locations and quantity makes shopping much easier,2
0,"August 25, 2016",Oluwaseun Adewumi,"No language option I really want to explore the store in English but its only in the native language of this location. Hence, its not an efficient tool.",1
0,"September 8, 2016",Manuel del Olmo Pomares,"It's got some defects While it's better than before, I think UX could be better and should have more features",
0,"August 22, 2016",Jon Izarzugaza,"What kind of store is this, that you can't buy... Missing the most important function: buying the product. I'll stick to the mobile browser, thank you.",2
0,"August 4, 2016",Chris Meek,Al ain Ikea not available The app seems fine but giving that it still hasn't been updated with the Al Ain store I can't rate it higher,2
0,"August 5, 2016",Daniel duFaur,No UK country No listing for the UK when it looks for up to date stock info. Useless!,4
0,"September 11, 2016",Trev I,Irony I live in Sweden and it's not an option on the country selection. Also won't auto detect location.,1
0,"September 1, 2016",Pa ul,No UK option Worked great on my old phone but can't use this as my country isn't listed so can't find my local store. Extremely weird that.,2
0,"September 15, 2016",Hassan Alireza,"App fail I opened the app and it was fine, everytime I want to use the scan option the app crashes and automatically closes the app",1
0,"August 17, 2016",Robert Stobart,I don't recommend it absolute rubsh can't get into it ssick of trying to install it,1
0,"September 13, 2016",Caroline Puck Graves,Says I'm offline I can't do anything with it. It says I'm offline - no matter my data connection. 4g? Off line. Wi-Fi? Nope. Offline. Shame too. (Samsung s7),
0,"August 24, 2016",Mandar Narkar,Laguage option not there Languae option not there cant see any thing in app,2
0,"August 7, 2016",Marjorie Robinson,It constantly logs you out I prefer to go to the website. The app isn't worth the hassle to install it.,2
0,"September 9, 2016",A Google user,"Incorrect stock information Don't trust it, waste of time",
0,"August 28, 2016",A Google user,"Nice app, needs further development I can find every item of the store. It should display the shelf number of the pickup area. The app should remember my basket after reinstalling.",
0,"August 2, 2016",Trevor Fenton,Won't sync shopping list Total shite.,3
0,"August 14, 2016",Miriam S.,Too slow! Each page takes an age to open. Useless.,1
0,"August 21, 2016",Mike C,Draining battery in the background. Consumes about 2-3% battery even if I don't use the app.,
0,"September 3, 2016",Nāga Yanamandala,Can't find UK in the list of countries Can't find UK in the list of countries and can't proceed any further.,
0,"August 18, 2016",Jimmy H,"Junk, runs in the background and eats the battery.",1
0,"August 29, 2016",Julie Reason,Useless The UK apparently no longer exists!,
0,"August 28, 2016",Alexandru Gardon,I can't change the shopping list On my Ikea account i have more than 1 shopping list. In the app i can see only 1.,
0,"August 25, 2016",Graeme Luey,Very simplified app Not much to this. Can't find where to access digital IKEA Family card. May as well just go to the website.,
0,"August 5, 2016",Max Ripka,"Great app, don't understand the bad reviews",1
0,"August 26, 2016",Jacqueline Stewart,Uk Ok who stole the uk no good to me without that may as well deleye waste of time,
0,"September 4, 2016",Victor Camargo,"Horrível, um péssimo aplicativo!!!
Uma aplicação que te permite registrar com uma senha de 6 caracteres, mas para entrar ele pede um mínimo de 7 caracteres!!! Isso por si só já é um motivo bom o suficiente para me fazer desinstalar a aplicação, mas como eu estava precisando, ainda tentei alterar a senha pelo website, mas ele não reconhece o meu email para recuperar/alterar senha, porém se eu tento me registrar novamente, ele fala que o email já existe. Mesmo após conseguir alterar a senha, ele diz que o email ou senha estão incorretos!!!",
0,"September 1, 2016",A Google user,"Updated Review Very much improved by the developers, this is actually now a joy to use. Thanks for your work!",
0,"July 7, 2015",IKEA,Log-in issue Please fix,
0,"August 12, 2016",MARXimal King,Erbjudande och Aktiviteter öppnas i webbläsaren... Vad ska jag då ha en app till?,
0,"September 1, 2016",Göran Helsingborg,No UK stores The UK doesn't exist in the app.,1
0,"August 25, 2016",E Avis,Unable to login --&gt; deleted,
0,"September 9, 2016",A Google user,Should have Facebook/Google login,1
0,"August 21, 2016",Pisith Thanasaethsakul,No problems Very good!,1
0,"August 24, 2016",Mo Mo,No UK on country list!!!!,
0,"September 9, 2016",Dariusz Cechowski,"""Log in again.... ....you were signed in on another device."" No. I wasn't. Fix this.",
0,"September 10, 2016",Gavan Carstensen,Not for UK!!,1
0,"August 6, 2016",Carol Cowan,Gambar tidak muncul,
0,"September 24, 2016",M Khairul Fikri,UK not in list,
0,"August 28, 2016",Paul McLaughlin,Excellent app Fantastic new app.,
0,"August 3, 2016",John Marshall,Sucks,
0,"September 11, 2016",luis perez,good,
0,"August 4, 2016",Kungwan Wasikam,"Waste of time
Installed this when in the Croydon store. Saw the big adverts and thought to try it. Downloaded it and installed OK. Couldn't find the store I was in. There is an option to manually input your location. But no uk, England or Great Britain option. Thanks for the useless app that you advertised at the entrance to the store, 10minutes I won't get back. Unfortunately staff couldn't help either, obviously not developers. Desperate need of updating",2
0,"July 31, 2016",James Harris,"Would probably rate better if I could login
Ignored the opening msg to create an account. Later I started creating an account via my phones browser after clicking the 'sigh up here' button in the app. I can login no problem in any browser but the app always returns invalid password or email. I've reset my password multiple times and retyped the same attempts multiple times in case I made a mistake. Please if there is a way for this to be fixed please let me know how.",23
0,"July 20, 2016",Graham Fraser,Worthless The while IKEA family card system is a disaster. Cards don't work in other countries. You can not sign up for more then one. The language can not be changed. It's like a bad ikea shelf.,7
0,"July 28, 2016",Nick Usalis Knight,"You'd think that a Swedish company would have provide Swedish as a language option in a country where Swedish is one of the official languages, especially when all content is already available (since there is a locale for Sweden) -- well, you'd be wrong. Choosing Finland as country forces you to use Finnish as language, with no option to switch.",5
0,"July 12, 2016",David Weinehall,"Country Unavailable Great Britain and Northern Ireland (UK) aren't available yet I could download the app. Also, some countries are displaying duplicates.",8
0,"July 10, 2016",Jay Silva,"Months unable to login Can login perfectly on the web, but ""Oops something went wrong"" on the app. Tried on different networks and devices.",2
0,"July 8, 2016",Sebastian Cruz,"I don't get why it's 3.4 stars... Its a good looking app that does its simple purpose well, I don't understand why some people dislike it",13
0,"July 13, 2016",Matt Bianconi,Nice app Feedback: wish there was a way to share the shopping list to another device or by email to another person. Sometimes the person making the list isn't the one doing the shopping. :),16
0,"July 7, 2016",Lisa Lee,This app is using 2% of my battery per day and doing background work using wifi. I will revise the review once this has improved.,8
0,"July 8, 2016",A Google user,countries it's not displaying the option for the United Kingdom. I don't know if it's because it's unavailable but I was able to download the app just not select my country or look up a store manually.,1
0,"July 25, 2016",Ellana Say,Doesn't work Can log in thru website but not thru app. Waste of time.,9
0,"July 2, 2016",Joseph Kelly,Why can I download this but not select UK as a valid country? Pointless without the ability to sign into it,
0,"July 28, 2016",Antony B,Can't sign in with my Ikea or Ikea Family accounts which both work on the website.,1
0,"July 30, 2016",A Google user,"Great Update Great fresh look to the IKEA app, great once you get used to it. Great UI.",9
0,"June 30, 2016",A Google user,"No Language Option Looks like it could be a really good app, unfortunately I cant read German so I wont rate it any higher until that option becomes available",
0,"July 22, 2016",Navarre Brown,"No sharing on items It's ok, but I can't share an item of interest with my wife.",2
0,"July 1, 2016",Chris Beck,What a load of rubbish. Hire an adult to build you an app. Uninstalled.,1
0,"July 8, 2016",Tariq Khan-Kiyani,Upside-down camera Upside-down camera on my Nexus 5X makes this app a pain to use.,
0,"July 31, 2016",Tim Dettrick,Bra This app is very good and is such an upgrade from using the mobile site.,3
0,"July 5, 2016",Nathan Henderson,Where's my country?? UK needs to be added. Currently viewing items in Euros as set to Dublin. My nearest store is Cardiff. Sort it out IKEA!,
0,"July 30, 2016",james williams,Ui foarte slab E un chin sa folosesti aplicatia,11
0,"July 1, 2016",George Mocanu,Useless Can't login with my account,1
0,"July 24, 2016",Pablo Casillas-Espinosa,Don't have Thailand I can use ikea app in ios. But it doesn't have Thailand in Android.,1
0,"July 17, 2016",Bhusit Watson,"Confused No UK on phone, but have it on tablet....",
0,"August 1, 2016",Steve Whaites,"What about Puerto Rico On the store map it doesnt have Puerto Rico, even though we have like 2 stores here",
0,"July 14, 2016",Stephanie,Jessica,
0,"July 26, 2016",Jessica Rivera,"Camera2 API usage missing / flipped image On Nexus 5x where the camera is in reverse landscape mode, this app doesn't work as the barcode reader image is flipped. The app should be updated to the Android camera2 API which automatically detect camera orientation.",23
0,"June 14, 2016",Lars Hetland,"Below average, could be better. Would be so much better if the shopping list that I created on my ipad would show up in the app on the phone. Other than the family card which didn't scan when at the check out it is pretty useless.",2
0,"May 29, 2016",James Johns,"No sharing possibility ! It is too bad that you can't share the shopping list or products with your friends. At least Ikea should implement text selection for this app so we can copy the product code. Worst shopping application for such a good, well organized store like Ikea !",4
0,"April 23, 2016",A Google user,"V1.1.0 was good
Latest version is very slow to load product images and pages. I had to rollback to v1.1.0 which resolves the problem. Clearly you guys aren't doing thorough testing. You should also be able to login from multiple devices at the same time. Look at the ratio of 5 to 1 star reviews... pretty embarrasing.",38
0,"August 18, 2016",Jim T.,Unable to login Problem is still there. I can't login into application. On the web there's no problem. Maybe it is caused by the fact that my mail contains plus sign...,9
0,"April 20, 2016",A Google user,"The app is ok, but could be much better. My biggest gripe is the shopping list feature. Sounds great, until you realize it only syncs to one list and you cannot switch lists. This becomes practically useless once you have lots of items on the list. The website allows you to have multiple lists, but the app only allows one. Also, search is very frustrating. It will not search on partial spellings of a word. For example, if I type ""kalla"" it finds absolutely nothing, but if I type ""kallax"" it finds all of the ""kallax"" items. So, you have to know exactly what you are looking for and exactly how it is spelled. What's the point?",44
0,"June 2, 2016",Jayson Nickols,Why have a language selection if you can't select I was really happy to see the language option... Living abroad has challenges and language is one. ...so I thought great.... until I tried to change it.... come on ikea.... you have same products around the world why can't the language be changed....... frustrating!,3
0,"May 1, 2016",Dawn Hettler,"Could not log in thru app
I logged in online on my desktop before making the 1 hour drive to store. Downloaded the app. Got to store with huge order. Get to checkout & tried to login to the app. Would not log in!! Prompted me to change password, then stated couldn't change at this time? Cashier was unable to lookup & directed me to go to in store kiosk. Since already holding up line I just checked out. :( got back home & sure enough was able to login on desktop? Please fix!",1
0,"June 28, 2016",Jennifer Kawczynski,"Unconvient & Dissapointing Weak camera auto focus control and no store item directory legend. I expected scan, save to list and find as the easy and basic options!",5
0,"June 6, 2016",A Warren,"No creation of wish list, only one main shopping list, making it troublesome to look at when the list grew too long. Also lack of notification for when a product in the list is low in stock or out of stock or back in stock. I had to check it every day, which is inconvenient when the list is already too long. Not to mention products low in stock or out of stock are not sorted separately.",4
0,"May 11, 2016",Halfey Halphstein,"Garbage Store is great! App is shite! No matter how many times I try, it keeps telling me email & password incorrect. Even though they work online, on my computer.",7
0,"May 20, 2016",Lisette Morris,"Along the border
The Montreal Canada store is just over an hour away, but because it is another country, your map doesn't offer even a look at it, I can't choose it as my primary store, and if I insist on looking at it, your app will so kindly delete my shopping list. Considering the nearest American store is about 4 hours drive away in traffic that easily makes it a five hour drive these aspects of your app are displeasing. How hard can it be to display the nearest store regardless of country?",6
0,"June 21, 2016",Yvonne Raphael,Useless app If you are looking for any depth of a particular category forget it. Very limited to minimal amounts.,3
0,"June 9, 2016",Gary Miller,"Useless
Cannot login to anything. Even though you make an account for Ikea family you can't even log in with it. It forces you to manually type you number and then it doesn't even get the spacing right. And if you do create an account for their shopping list feature online it won't allow you to login from the app.",2
0,"May 26, 2016",A Google user,Terrible I forgot my password and I can't even reset it without getting an error message. When I can access the app it's extremely disorganized and has terrible flow.,14
0,"May 15, 2016",Christa Schmidt,Åäö fungerar inte Det går inte att skriva Å Ä Ö i appen (trots att svenskt tangentbord och språk valts). Den är alltså helt oanvändbar.,4
0,"May 7, 2016",A Google user,"Language? Why the hell would you change the app language when the country is changed. Lots of foreigners living in countries, it should be a separate setting.",5
0,"May 27, 2016",Yasser Bushara,"Not in English As it takes into account the store that you are nearest to, it also adopts the language in the area, and if you are not a local it makes very hard to use the app. It would be useful if you could manually select the language you would like to use.",3
0,"June 16, 2016",Iulia Curtman,Seems to be so badly written that it needs access to EVERYTHING. At the same time it tells me nothing. Really poor programming and poor use of android and mobile platform!,2
0,"April 30, 2016",Keiron Casey,"Useless Worst shopping app I've come across - and seeing how bad most of the others are, that's saying something.",53
0,"April 23, 2016",A Google user,Unable to login I'm unable to log in using the app. I get an error message although I can log into my account on the mobile and desktop sites with the same credentials.,2
0,"May 19, 2016",A Google user,Waste of time Works fine on laptop but not on phone. Don't want to carry laptop round store.,3
0,"June 2, 2016",alan walker,App does not appear to support Australian logins anymore. It took an hour of searching to find out this was the problem,2
0,"June 27, 2016",peter carlyle,"Smooth Whoever made this app, great job. I have never experienced an app this smooth with good graphics and transitions. Didn't even notice a single lag. Bravo!",3
0,"May 5, 2016",A Google user,Barcode scanner?? The barcode scanner gives an inversed camera and almost never works. Please fix soon :(,2
0,"May 26, 2016",A Google user,Barely functional Can not log In On Tablet And phones. Can not coordinate with 2 shoppers. Intermittently logs out if you access on other device or web. Also intermittently deletes list/cart on relogin.,2
0,"April 23, 2016",Matt Theisz,I don't know what happened but it is constantly shutting down each time i try to browse anything,2
0,"April 24, 2016",Raissa Dolores,At least not completely broken like the mobile website How do I switch between shopping lists?,13
0,"April 29, 2016",Rene Mandler,"Love the simplicity Love this app. However, i wish the developer would include dry goods like Swedish cookies, jams or chocolate to the list of products.",3
0,"April 25, 2016",Avezan San,Why only one shopping list available when the website hosts many? Pointless,4
0,"June 19, 2016",Yasmin Piracha,"Useless No settings, you even cannot select another shopping list.",1
0,"May 28, 2016",Alexander Zagubniy,Can't handle basic stuff Like multiple shopping lists.,2
0,"June 13, 2016",Max Langer,"Where is my Family card bar code. Why is there no more family card bar code inside app, it was very useful.",1
0,"July 1, 2016",Marin Dražančić,Navigation Why would you think removing navigation drawer is a good thing? Lol,4
0,"April 21, 2016",OM,Shopping list doesn't update in the app if I add items via computer.,3
0,"May 1, 2016",Bodil Carlson,Slot A Slot A into slot B. Makes a pretty useless app.,1
0,"May 19, 2016",Keith Middleditch,Doesn't accept my username/pass Even though they are working on the web version,2
0,"July 5, 2016",Tommy Grealy,Good. Should have a 'share shopping list' functionality,5
0,"April 20, 2016",Pedro Nunes,"Удобно для больших покупок Очень помогло, когда надо было купить три тележки барахла в новую квартиру. Удобный сканер артикулов: просканил прежде чем класть в корзину, добавил в список покупок и сразу видишь всю сумму. И можно сразу всё узнать про товар: где лежит, какие размеры, и т.д.",
0,"May 26, 2016",Yury Kirienko,Rubbish Very poorly designed and unintuitive,3
0,"June 15, 2016",Asher O'Dea,"Adding to cart Mobile app: add to cart will just load and load and load or when you select an item to add to cart, it doesn't add it (Samsung Galaxy s5)",
0,"June 25, 2016",Miss Cadets,مافيه امكانية الشراء اون لاين عن طريق التطبيق وش فايدة البرنامج اذا كان كل شوي يرسلني عالموقع ؟؟؟,
0,"May 29, 2016",sultan alhefdhi,Unable to order Unable to order with this app. Useless. Uninstalled.,1
0,"May 4, 2016",Amine Gaaliche,Doesn't have what I want Wanted a menu for the store eateries/diners,1
0,"June 7, 2016",Edward Bailey,Good.. No problem to me. Really useful..,3
0,"April 27, 2016",Krishanth Krish Krishnan,Please provide english version for sweden!,1
0,"May 3, 2016",Oleksandr Kucherenko,Sucks Unable to login,3
0,"May 10, 2016",Klarissa Shelvin,"Love this one there is not any thing you can't find!!!! The first place I can go to and get what I need and they have it ,,Most Important!!!!!!:-):-):-):-):-)",
0,"June 28, 2016",Dena Patrick,"Harganya ngga kira""... asu",1
0,"June 26, 2016",SGB sgb,Sustainability Good people,1
0,"May 4, 2016",Devin Gross,Good for shoping I give this a 4 🌟,
0,"May 10, 2016",TheLawMaster,Super! Just what I needed :),
0,"April 25, 2016",Anders Fischer,"Won't search
No matter what you type in the search bar, there are no results. Also can't switch between shopping lists, or if you can it's impossible to figure out how. A shopping list that allows you to cross/check off items rather than individually open each item and remove it from the list would be nice. So would the ability to select a different store from the item page to see if it's in stock elsewhere, I have to use the ikea website separately to do that. Ugh!",4
0,"March 6, 2016",Sarah Townson,"Some features left desired
Thanks for the sorting and filtering. There could also be view options for the catalogue, like a compact view (each item takes half height), grid view (each item takes half width), consolidated view (similar items with different sizes grouped into one item). It would also be AWESOME if I can order directly from the app, especially for bulky items like beds. I could just add-on delivery charge and installation if I need, then pay with CC.",76
0,"February 5, 2016",Arun Das,Good app Very helpful. Except it does not give you an option to change the language if you have a language foreign to the country the store is located in.I live Spain but speak English.As ikea has multinational outlets I would think they would include it,
0,"March 31, 2016",gareth lewis,"Problem When I click on certain items it says ""Can't load product. Please check your network connection & try again"" even though I'm connected to Wi-Fi",33
0,"March 24, 2016",Yasmin Mcmullan,"Barely usable as a shopping list replacement
Installed at the entrance of local store, but found out that on my Nexus 5x it flips the camera image for scanning and the numbers/barcode are rarely recognized. Plus the UI is far from perfect - when I finally managed to scan an item to shopping list the Add button was not visible - later I found I had to scroll down to it! It might be ok if used more often, but I picked a pencil and shopped the old way.",2
0,"March 5, 2016",Petr Puna,"Can't log in I don't know why, but when I try to log in with my IKEA family account, it says the password is incorrect and prompts me to change it. When I try to change my password it says my email isn't registered. When I log on through a regular browser it works fine. Is there anything I can do?",3
0,"April 18, 2016",Madeline Coonan,"Multiple wishlist?!? The biggest limitation is the impossibility to manage multiple wishlists. It is possible to modify the quantity for an item just once. No immediate info about availability in the prefered store. Also, it would be great to set a different language regardless the nation.",6
0,"February 25, 2016",Vix Di Carlo,background data usage! Ikea has no concern about the limited and expensive data nowadays. There is no option to put background data under wifi only! Too bad for a big international company app!,2
0,"April 4, 2016",aubrey sin,"Cant use it Its really irritating and basically discriminating we live in 2016 how come this app and even the website is only in czech some of us live In czech Republic but we dont understand czech what should we do? English is an international language jesus..... ,",17
0,"April 7, 2016",Essieme Barradas,Bad login management. App only remembers login for a few days. Since this is an app you won't use every day you have to login every time you use it which is really annoying.,
0,"February 17, 2016",Kenneth Eriksson,Unusable I have to create a new log in every time I try to log in. It says username and password don't match. 0 stars samsung s5,14
0,"March 1, 2016",marly garner,"Please include EVERYTHING I am a handyman/furniture assembler. I use this app to look up products sometimes in order to give customers prices. But, if ""My Store"" doesn't carry the item, it's useless. I have to search through Google results.",4
0,"March 1, 2016",David Silber,"Language selection What if I'm in Denmark, but I can not read Danish? Application is complete useless if you don't know the language of the country you're in.",7
0,"March 21, 2016",morteza kasravi,Annoying update It's a great app except now everytime I open it I have update which brings me to play store only to open the app and no actual update. Yes i removed and reinstalled.,2
0,"March 27, 2016",K Adams,Hard to use. Bag and shopping cart are confusing. I couldn't find my cart. Needs to be improved.,2
0,"March 27, 2016",Mark Schuler,Doesn't do much Just used the app today. The barcode scanner was useless in scanning products in the store. In addition smaller products were not even listed.,9
0,"February 15, 2016",A Google user,Lots of errors... can't sign in or sync my list to my phone. Products don't load half the time. Mobile website is usually faster and easier to use.,4
0,"March 30, 2016",A Google user,"Needs improvements
It could use a few improvements. Starting with the ability to create multiple shopping/wishlists and better list layout. (look to the ""Geek; powered by wish"" app for inspiration on both) but the older versions where one could add items to and edit wishlists directly from the grid view. Also in app ordering would be amazing.",1
0,"February 23, 2016",Seth Phillips,Crahes samsung note After about 30 seconds my phone completely shuts down and restarts. Have never seen an app do this before but the ikea app crashes it every time,
0,"March 3, 2016",Malenky,"Garbage The format is aggravatingly clunky, and the format is completely outdated. Shouldn't call this an app, just download a PDF version of their catalog and save yourself from the BS permissions.",1
0,"March 11, 2016",THE HOLLANDER,Language! The fact that I am in Germany doesn't mean I want the app in German! Please add the possibility to change the language,3
0,"March 3, 2016",Umberto Cozzi,Useless Won't recognise email and password no matter how much I confirm that they were typed in correctly. Android 6 LG G4,1
0,"March 18, 2016",Maryam UmmKhawla,"Log in I signed up, app confirmed, so I went back try to log in and get an email address error. Please help.",2
0,"April 16, 2016",Randall Potter,Will not let me sign in. I just updated my password on the website but the app doesn't recognize my info.,2
0,"March 15, 2016",Christopher Swanson,Rubbish Hard to use. No multiple lists and the old app was 1000x better. Still using that one now,12
0,"February 3, 2016",Owen Richards,Can't log in Every time I try to log in I am told that my password does not match my email. I try to reset my password and I am given an error message. Every single time. Rubbish.,1
0,"April 9, 2016",Holly Corpe,"Stupidest app ever. It says ""Bedroom Event"" on the main page and when you click on it it asks which browser you want to use to open it.",1
0,"February 15, 2016",Nnn Bbb,"Great app! But here in Malaysia, we are missing the IKEA Family feature. Personally, I don't mind this feature being left out, unless I sign up for a card. But anyway, it's still a great app.",1
0,"February 28, 2016",Jeff Heoh,"Camera bug I like the app but the problem with the camera on digitalize product ""kills me"". The camera is upside down.",1
0,"February 7, 2016",André Martinho,Can't log in Username and password don't match however I log in fine on my computer.,3
0,"April 19, 2016",nikarico,Unable to log in Won't accept my password and the link to reset it doesn't work either.,2
0,"February 21, 2016",Kate Estivill,What happened to the e family card The functionality to access the e family card is no longer there. That's a must have for any retailer. 5 stars when you get that back.,1
0,"March 23, 2016",Asif Zaidi,"I would have liked to have been able to choose a language Just because I'm in a country does not mean I have mastered the language, an option to choose English would have been nice, it's not as though it's an obscure language!",
0,"February 17, 2016",Carol Corbridge,Battery drainer. And not all items sold by IKEA can be found in the app.,1
0,"February 26, 2016",Vojtech Fried,Would love to give 5 stars but not being able to switch between wish lists is driving me nuts.,2
0,"February 22, 2016",Ruth Horton,Doesn't work It keeps saying I have no wifi.,1
0,"February 13, 2016",su hdrsn,Memory Killer 29 MB size App ? Customer's hate 2 gift Phone memory to shopping App..Plz reduce App size first!!!,1
0,"March 24, 2016",charnjit singh,"Downloaded app to use the scanner... It is completely broken, can't find a single item I scan.",
0,"February 21, 2016",Farhad Bodhanwala,"Useless Completely useless app, you click on a product category and it opens the browser and takes you to the site.",
0,"February 14, 2016",A Google user,"Refused to work on Huawei P20, turn itself of without any error message, poorly designed",
0,"June 24, 2018",A Google user,"Not working Old app was fine, the new app doesn't display anything, useless ""upgrade"". Use the website, it's faster and easier.",1
0,"April 10, 2016",Doodeldy Doo,Low quality Scanning product codes is fragile. A lot of product codes aren't recognized be the app,
0,"February 20, 2016",Georgios Chinis,"APP Crash, Access Location APP try to get location. I deny/allow: APP crash.",
0,"August 23, 2016",Ri Pa,Great for buying I was looking for a piece of furniture that was made of multiple items. I added it to my list and I was given the kit list with the codes of item and its location in the shop self service area. Great !!,
0,"February 28, 2016",lorenzo chiavacci,"Very useful and easy Does what I expect and really helpful shopping app. I can search my store ahead of time, find what I need and get out. Thanks",
0,"February 15, 2016",Elisabeth Wells,doesn't work... don't make me loose my time,1
0,"March 24, 2016",Willy Rodriguez Jurado,Can't Login Error when trying to login.,2
0,"February 24, 2016",Brian Judge,"It's good but I can't order it to my house, I can't be bothered driving so far away just to get a wardrobe",
0,"February 19, 2016",ASTAXX,"Scanner is a piece of crap, couldn't read any of the bar codes...",
0,"February 21, 2016",Ian Blok,Ummmmm Just let me browse the entire list of furniture online without being restricted by the nearest store,1
0,"March 28, 2016",Sereno Dominguez,"Fotos Ich kann die Fotos nicht sehen. Ich habe das App heruntergeladen, denn ich kann sie auch auf der Website nicht gucken",
0,"March 27, 2016",J DP,"Kann nichts Teilen So ein weltoffener Laden und dann kann man in der App seine Merkzettel, Einkaufslisten nicht einmal teilen!!!!",
0,"March 20, 2016",Thomas Müller,Worst navigation ever. Are you f.... kidding.,
0,"April 3, 2016",Hakan Kucukel,Useless Cannot download products.,
0,"April 1, 2016",Silvano Cirujano Cuesta,"Country missing Morocco. Kindly, add Morocco so we can use this app.",2
0,"March 31, 2016",Khalil Amar,Would not load Would not show any store or allow to select manually,
0,"April 4, 2016",Cathy Howells,"Tells where to find an item when it's in the box, but not how to find it on the showroom",
0,"March 20, 2016",A Google user,IKEA Fast and accurate.,4
0,"February 8, 2016",Eileen Hjertum,Doesn't have the stores in my country Doesn't have the stores in Puerto Rico included.,
0,"March 14, 2016",Ricardo Pereira,Country selection doesnot show Qatar,
0,"February 20, 2016",Burhan Sayed,barcode !!!! Ikea Family barcode is not possible to scan in shop!!!!,
0,"February 16, 2016",Ivan Horvat,Can't Sign In,1
0,"April 2, 2016",A Google user,So far,
0,"April 25, 2016",Perry Wiggins Mason,Blank screen,
0,"April 9, 2016",Dolf Robijn,Joke,
0,"March 13, 2016",Daryl Bird,Great,1
